duration,protocol_type, Timestamp,source ip,source_host,destination ip,destination_host,flow bytes/s,flow byte mb,class,severity,flow packets,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,data
0,tcp,12/1/2018 11:00,172.31.64.100,Hacker 176,151.101.202.2,Cisco C2960S Switch,2674203.057,2.67 MB,neptune,,6077.734221,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,21
1,tcp,12/1/2018 11:01,172.31.64.100,Hacker 176,96.6.55.102,Cisco C2960S Switch,0,0.00  B,normal,,141.1781315,smtp,SF,15216,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,21,192,0.9,0.14,0.05,0.01,0,0,0,0.01,21
0,tcp,12/1/2018 11:01,172.31.64.100,Hacker 176,172.31.0.2,Cisco C2960S Switch,2692345.679,2.69 MB,apache2,,6172.839506,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,0,1,0,0,255,255,1,0,0,0,0.75,0.75,0.22,0.22,18
0,tcp,12/1/2018 11:01,172.31.64.100,Hacker 176,23.196.113.171,Cisco C2960S Switch,2591364.846,2.59 MB,satan,,5934.110906,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.14,0,0.86,1,0,1,0,255,1,0,0.88,0,0,0.11,0,0.87,1,20
0,udp,12/1/2018 11:01,172.31.64.100,Hacker 176,172.31.0.2,Router 16,3087935.996,3.09 MB,normal,,7018.036353,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,18
0,udp,12/1/2018 11:04,172.31.64.100,Hacker 176,172.31.0.2,Router 16,2492147.793,2.49 MB,normal,,5710.696134,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,0,0,0,0.15,0.44,0,255,21,0.08,0.58,0.61,0,0,0,0.39,0,4
7534,tcp,12/1/2018 11:04,172.31.64.100,Hacker 176,187.95.119.14,Cisco Switch 12,2636388.148,2.64 MB,processtable,,5991.791246,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,186,0.73,0.02,0,0,0.4,0.4,0.01,0.01,18
0,tcp,12/1/2018 11:05,172.31.64.100,Hacker 176,169.254.169.254,Cisco Switch 12,1256.88049,1.26 KB,httptunnel,,3.053071242,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,18,0.07,0.01,0,0,0,0,0.05,0.67,15
0,tcp,12/1/2018 11:06,172.31.64.100,Hacker 176,172.31.0.2,Bridge Device 13,2944000000,2944.00 MB,neptune,,2000000,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,21
0,tcp,12/1/2018 11:06,172.31.64.100,Hacker 176,169.254.169.254,Bridge Device 13,1472000000,1472.00 MB,neptune,,1000000,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,10,0,0,1,1,0.1,0.06,0,255,10,0.04,0.05,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:54,172.31.64.101,Hacker 177,72.167.239.239,Laptop 8,2596911.841,2.60 MB,neptune,High,5954.034851,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,9,0,0,1,1,0.08,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1,21
7558,tcp,12/1/2018 10:54,172.31.64.101,Hacker 177,172.31.0.2,Laptop 8,2775376.708,2.78 MB,processtable,Low,6307.674337,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,182,0.71,0.02,0,0,0.42,0.41,0.01,0.01,18
0,icmp,12/1/2018 10:55,172.31.64.101,Hacker 177,178.255.83.1,Apache Web Server,1472000000,1472.00 MB,smurf,Critical,1000000,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,20
0,icmp,12/1/2018 10:55,172.31.64.101,Hacker 177,172.31.0.2,Apache Web Server,2650535.988,2.65 MB,smurf,Critical,6049.004594,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
0,tcp,12/1/2018 10:55,172.31.64.101,Hacker 177,151.101.32.166,Cisco C2960S Switch,355333333.3,355.33 MB,neptune,High,666666.6667,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,1,1,0,0,1,0,0,255,255,1,0,0,0,1,1,0,0,18
0,udp,12/1/2018 10:57,172.31.64.101,Hacker 177,169.254.169.254,Cisco C2960S Switch,4917574.742,4.92 MB,normal,Low,11176.30623,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,0,0,1,0,0,255,240,0.94,0.01,0,0,0,0,0,0,18
0,tcp,12/1/2018 11:00,172.31.64.101,Hacker 177,72.167.239.239,Cisco C2960S Switch,287881.8114,287.88 KB,normal,,654.2768442,http,SF,253,5940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,21
0,tcp,12/1/2018 11:01,172.31.64.101,Hacker 177,172.31.0.2,Cisco C2960S Switch,2447403.723,2.45 MB,normal,,5562.28119,http,SF,239,2549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,21
0,tcp,12/1/2018 11:02,172.31.64.101,Hacker 177,178.255.83.1,Router 12,44664.04728,44.66 KB,normal,,162.0611295,http,SF,240,2043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,21
1,tcp,12/1/2018 11:02,172.31.64.101,Hacker 177,172.31.0.2,Router 12,4940766.942,4.94 MB,mailbomb,,11229.01578,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,246,0.96,0.04,0,0,0,0,0.03,0,18
0,tcp,12/1/2018 11:03,172.31.64.101,Hacker 177,151.101.32.166,Cisco Switch 3,2638918.044,2.64 MB,normal,,5997.541008,http,SF,321,8422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,1,0,0.14,255,255,1,0,0,0,0,0,0,0,21
0,icmp,12/1/2018 11:06,172.31.64.101,Hacker 177,169.254.169.254,Cisco Switch 3,10744525.55,10.74 MB,smurf,,7299.270073,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,33,0.13,0.01,0.13,0,0,0,0,0,18
0,tcp,12/1/2018 10:54,172.31.64.103,Hacker 178,23.62.6.26,Desktop 20,2145189.849,2.15 MB,normal,Critical,4918.355302,X11,S1,27572,20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,18,8,0.44,0.17,0.06,0,0.33,0.75,0,0,11
0,tcp,12/1/2018 10:55,172.31.64.103,Hacker 178,216.58.198.70,Desktop 20,3982182.21,3.98 MB,neptune,Medium,9096.450509,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,12,1,1,0,0,0.05,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,21
0,icmp,12/1/2018 10:55,172.31.64.103,Hacker 178,172.31.0.2,Apache Web Server,4716981.132,4.72 MB,smurf,Critical,10720.41166,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,295,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
0,udp,12/1/2018 10:55,172.31.64.103,Hacker 178,169.254.169.254,Apache Web Server,915407.9807,915.41 KB,snmpgetattack,High,2080.472683,private,SF,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,253,0.99,0.01,0,0,0,0,0,0,1
0,udp,12/1/2018 10:57,172.31.64.103,Hacker 178,172.31.0.2,Cisco C2960S Switch,1472000000,1472.00 MB,satan,Medium,1000000,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0,0,0.01,0.7,0,255,1,0,0.82,1,0,0,0,0,0,18
0,udp,12/1/2018 10:57,172.31.64.103,Hacker 178,23.52.91.27,Cisco C2960S Switch,2473633.003,2.47 MB,normal,Low,5643.12123,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,0,0,0,0,1,0,0,255,238,0.93,0.01,0,0,0,0,0,0,18
5,tcp,12/1/2018 10:57,172.31.64.103,Hacker 178,172.31.0.2,Cisco C2960S Switch,66218.3135,66.22 KB,guess_passwd,Low,2069.322297,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,230,0.9,0.02,0,0,0,0,0.06,0,16
0,tcp,12/1/2018 10:57,172.31.64.103,Hacker 178,130.211.15.187,Cisco C2960S Switch,766523.8145,766.52 KB,normal,Low,1742.099578,http,SF,235,3809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,35,255,1,0,0.03,0.02,0,0,0,0,21
0,icmp,12/1/2018 10:58,172.31.64.103,Hacker 178,72.167.239.239,Cisco C2960S Switch,293333333.3,293.33 MB,smurf,Low,666666.6667,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,358,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
0,icmp,12/1/2018 11:00,172.31.64.103,Hacker 178,23.62.6.26,Cisco C2960S Switch,317514.1528,317.51 KB,smurf,,721.6230746,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
0,tcp,12/1/2018 11:01,172.31.64.103,Hacker 178,216.58.198.70,Palo Alto Firewall 2,346923.8531,346.92 KB,mscan,,792.4739484,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,243,85,0.33,0.01,0,0.02,1,1,0,0,19
0,udp,12/1/2018 11:02,172.31.64.103,Hacker 178,172.31.0.2,Palo Alto Firewall 2,6345.238667,6.35 KB,normal,,192.2799596,private,SF,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,255,255,1,0,0.87,0,0,0,0,0,17
4,tcp,12/1/2018 11:02,172.31.64.103,Hacker 178,169.254.169.254,Cisco Switch 5,4080307.878,4.08 MB,guess_passwd,,9273.426995,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,249,0.98,0.01,0,0,0,0,0.02,0,18
0,tcp,12/1/2018 11:06,172.31.64.103,Hacker 178,172.31.0.2,Cisco Switch 5,2944000000,2944.00 MB,normal,,2000000,http,SF,230,1964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,33,255,1,0,0.03,0.05,0,0,0,0,21
0,tcp,12/1/2018 11:06,172.31.64.103,Hacker 178,23.52.91.27,ASUS Access Point 5,2896000000,2896.00 MB,normal,,2000000,ftp_data,SF,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,113,66,0.21,0.05,0.21,0.03,0,0,0.02,0,21
1,tcp,12/1/2018 11:06,172.31.64.103,Hacker 178,172.31.0.2,ASUS Access Point 5,2944000000,2944.00 MB,normal,,2000000,smtp,SF,1766,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,182,88,0.47,0.1,0.01,0.02,0.01,0,0,0,21
0,tcp,12/1/2018 11:06,172.31.64.103,Hacker 178,130.211.15.187,Cisco Switch 3,2944000000,2944.00 MB,normal,,2000000,http,SF,319,1665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,1,0,0.2,6,255,1,0,0.17,0.01,0,0,0,0,21
0,tcp,12/1/2018 11:06,172.31.64.103,Hacker 178,72.167.239.239,Cisco Switch 3,64000000,64.00 MB,nmap,,43478.26087,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,165,1,0.01,1,1,0,1,1,0,0,18
0,tcp,12/1/2018 10:53,172.31.64.104,Hacker 179,107.23.45.167,Desktop 10,2365909.396,2.37 MB,neptune,Low,5377.06681,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,0,0,1,1,0.02,0.06,0,255,2,0.01,0.05,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:53,172.31.64.104,Hacker 179,172.31.0.2,Desktop 10,2004692.804,2.00 MB,normal,Low,4556.120008,smtp,SF,18290,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,219,165,0.7,0.03,0,0.01,0,0,0,0,21
0,tcp,12/1/2018 10:54,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,2737957.763,2.74 MB,normal,Low,6248.516966,http,SF,224,1116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,99,255,1,0,0.01,0.04,0,0,0,0,21
7262,tcp,12/1/2018 10:55,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,4766805.698,4.77 MB,processtable,Critical,10833.64931,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,229,0.9,0.11,0,0,0.5,0.55,0.11,0.01,18
0,tcp,12/1/2018 10:55,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,408500000,408.50 MB,normal,Medium,500000,http,SF,221,2183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.02,0,0,0,0,21
0,tcp,12/1/2018 10:56,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,1800000000,1800.00 MB,normal,Critical,2000000,http,SF,249,2633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,107,255,1,0,0.01,0.04,0,0,0,0,21
0,tcp,12/1/2018 10:56,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,23371.481,23.37 KB,normal,Critical,193.1527355,http,SF,160,15137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,15,255,1,0,0.07,0.07,0,0,0,0,21
0,tcp,12/1/2018 10:58,172.31.64.104,Hacker 179,31.13.71.36,Cisco C2960S Switch,346666666.7,346.67 MB,normal,Critical,666666.6667,http,SF,320,2571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,0,0,25,237,1,0,0.04,0.07,0,0,0,0,21
0,tcp,12/1/2018 10:58,172.31.64.104,Hacker 179,216.58.198.67,Cisco C2960S Switch,3065454.419,3.07 MB,normal,Critical,6966.941861,http,SF,307,10086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,39,251,1,0,0.03,0.04,0,0,0,0,21
0,tcp,12/1/2018 10:59,172.31.64.104,Hacker 179,107.23.45.167,Cisco C2960S Switch,2393790.626,2.39 MB,normal,Critical,5485.313074,http,SF,258,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,18,255,1,0,0.06,0.01,0,0,0,0,21
2,tcp,12/1/2018 10:59,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,2448727.038,2.45 MB,mscan,,5607.476636,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0.5,1,1,255,8,0.03,0.03,0,0,0.01,0.12,0.1,0.88,14
0,tcp,12/1/2018 11:00,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,431246.663,431.25 KB,normal,,988.7350124,http,SF,298,4925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,10,255,1,0,0.1,0.07,0,0,0,0,21
0,tcp,12/1/2018 11:02,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,2711864.407,2.71 MB,neptune,,6163.328197,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,0,0,1,1,0.04,0.07,0,255,4,0.02,0.06,0,0,0.4,0,0.6,1,20
0,tcp,12/1/2018 11:03,172.31.64.104,Hacker 179,172.31.0.2,Cisco C2960S Switch,65.95279022,65.95  B,normal,,1.228532367,ftp_data,SF,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,25,0.1,0.02,0.1,0,0.71,0,0.02,0,15
4,tcp,12/1/2018 11:04,172.31.64.104,Hacker 179,172.31.0.2,Hub Z,253528.4621,253.53 KB,guess_passwd,,579.3969064,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,225,206,0.92,0.01,0,0,0,0,0.04,0,10
0,tcp,12/1/2018 11:05,172.31.64.104,Hacker 179,172.31.0.2,Hub Z,3247591.984,3.25 MB,normal,,7380.890874,http,SF,258,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,1,0,0.16,55,255,1,0,0.02,0.03,0,0,0,0,21
5,tcp,12/1/2018 11:06,172.31.64.104,Hacker 179,31.13.71.36,ASUS Access Point 8,60081632.65,60.08 MB,mscan,,40816.32653,pop_3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.33,0,0.33,1,0,255,51,0.2,0.02,0,0,0,0,0.17,0,15
0,tcp,12/1/2018 11:06,172.31.64.104,Hacker 179,216.58.198.67,ASUS Access Point 8,2896000000,2896.00 MB,guess_passwd,,2000000,telnet,SF,121,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,100,0.39,0.02,0,0,0,0,0.01,0.03,10
0,tcp,12/1/2018 10:53,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,736000000,736.00 MB,httptunnel,High,500000,other,SF,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,11,0.04,0.01,0,0,0,0,0.04,0.91,5
0,tcp,12/1/2018 10:53,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,2965159.377,2.97 MB,neptune,Low,6738.998585,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,12,0,0,1,1,0.1,0.06,0,255,12,0.05,0.05,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:55,172.31.64.106,Hacker 180,23.52.91.27,Cisco C2960S Switch,3836930.456,3.84 MB,nmap,Low,8720.29649,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,127,1,0.01,1,1,0,1,1,0,0,19
0,tcp,12/1/2018 10:55,172.31.64.106,Hacker 180,180.183.248.125,Cisco C2960S Switch,2272727.273,2.27 MB,neptune,Critical,5165.289256,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,8,0,0,1,1,0.04,0.08,0,255,8,0.03,0.08,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:55,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,5020538.567,5.02 MB,neptune,Low,11410.31492,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,21
1,tcp,12/1/2018 10:55,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,241000000,241.00 MB,mailbomb,Medium,1000000,smtp,SF,2599,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,246,0.96,0.04,0,0,0,0,0.03,0,16
0,tcp,12/1/2018 10:57,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,880000000,880.00 MB,guess_passwd,Medium,2000000,telnet,SF,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0.01,0.01,0.02,0.02,16
0,tcp,12/1/2018 10:57,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,1644000000,1644.00 MB,neptune,Critical,2000000,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,18,1,1,0,0,0.12,0.05,0,255,18,0.07,0.06,0,0,1,1,0,0,21
0,tcp,12/1/2018 10:58,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,195.9282931,195.93  B,normal,High,4.321947642,ftp_data,SF,12241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,98,98,0.41,0.05,0.41,0.02,0,0,0,0,21
0,udp,12/1/2018 10:59,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,4414789.545,4.41 MB,normal,,10033.6126,private,SF,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,508,0,0,0,0,1,0,0,255,255,1,0,0.8,0,0,0,0,0,17
0,tcp,12/1/2018 10:59,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,4945487.243,4.95 MB,normal,,11239.74373,http,SF,204,419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,0.21,28,255,1,0,0.04,0.02,0,0,0,0,21
0,tcp,12/1/2018 11:01,172.31.64.106,Hacker 180,23.52.91.27,Cisco C2960S Switch,2628757.304,2.63 MB,neptune,,6023.73351,nntp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0,21
0,tcp,12/1/2018 11:01,172.31.64.106,Hacker 180,180.183.248.125,Cisco C2960S Switch,0,0.00  B,normal,,10309.27835,http,SF,219,25948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,97,255,1,0,0.01,0.01,0,0,0,0,21
0,udp,12/1/2018 11:02,172.31.64.106,Hacker 180,172.31.0.2,Cisco C2960S Switch,981333333.3,981.33 MB,snmpguess,,666666.6667,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,17
0,tcp,12/1/2018 11:02,172.31.64.106,Hacker 180,172.31.0.2,Router 13,36657.35798,36.66 KB,neptune,,145.8163951,echo,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,19
0,tcp,12/1/2018 11:06,172.31.64.106,Hacker 180,172.31.0.2,Router 13,2944000000,2944.00 MB,normal,,2000000,smtp,SF,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,41,199,0.61,0.12,0.02,0.02,0,0,0,0.02,18
0,tcp,12/1/2018 11:06,172.31.64.106,Hacker 180,172.31.0.2,Cisco Switch 5,2944000000,2944.00 MB,neptune,,2000000,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,17,0,0,1,1,0.14,0.06,0,255,17,0.07,0.05,0,0,0,0,1,1,21
0,udp,12/1/2018 11:06,172.31.64.106,Hacker 180,172.31.0.2,Cisco Switch 5,2896000000,2896.00 MB,normal,,2000000,domain_u,SF,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,255,225,0.88,0.01,0,0,0,0,0.04,0,18
0,tcp,12/1/2018 10:51,172.31.64.107,Hacker 181,52.168.138.145,Desktop 12,2150222.353,2.15 MB,mscan,Low,4886.868983,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,87,0.34,0.01,0.01,0,1,1,0,0,18
281,tcp,12/1/2018 10:51,172.31.64.107,Hacker 181,172.31.0.2,Desktop 12,293333333.3,293.33 MB,warezmaster,Critical,666666.6667,ftp,SF,164,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,14,0.05,0.69,0,0,0,0,0.68,0,13
0,tcp,12/1/2018 10:52,172.31.64.107,Hacker 181,172.31.0.2,Apache Web Server,1827280.467,1.83 MB,normal,Low,4152.910152,http,SF,173,12382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0.17,162,162,1,0,0.01,0,0,0,0,0,21
0,tcp,12/1/2018 10:55,172.31.64.107,Hacker 181,169.254.169.254,Apache Web Server,5078778.785,5.08 MB,normal,Critical,11542.67906,http,SF,303,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,229,0.9,0.02,0,0,0,0,0.06,0,18
0,tcp,12/1/2018 10:55,172.31.64.107,Hacker 181,108.161.189.121,Cisco C2960S Switch,271680.2248,271.68 KB,portsweep,Medium,620.0236237,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,231,1,0,0.69,0.69,0,0,0,0.7,1,16
0,tcp,12/1/2018 10:55,172.31.64.107,Hacker 181,172.31.0.2,Cisco C2960S Switch,2362099.047,2.36 MB,neptune,Critical,5368.406925,smtp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:55,172.31.64.107,Hacker 181,35.171.129.140,Cisco C2960S Switch,1932282.289,1.93 MB,normal,Low,4391.550657,http,SF,160,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0.33,15,255,1,0,0.07,0.02,0,0,0,0,21
